0,14340
1,0
2,11
3,0.25
4,6
5,1290
6,600
7,3515
8,8.8
9,3
10,41
11,105
12,80
13,56
14,9
15,8172
16,16
17,52.6
18,345
19,10
20,180
21,5
22,100
23,68
24,612
25,54
26,11
27,96
28,1.884
29,1950
30,3.6
31,80
32,9
33,720
34,42
35,0.95
36,251
37,8
38,14/15
39,48
40,400
41,24
42,83
43,500
44,4
45,16
46,95
47,288
48,40
49,280
50,656
51,9
52,7600
53,280
54,778
55,120
56,182
57,4875
58,1248
59,9
60,13
61,1201
62,1300
63,738
64,1176
65,6996
66,13200
67,400
68,3360
69,765
70,10
71,73.2
72,6600
73,7/8
74,200
75,3.8
76,25
77,3/10
78,24
79,194
80,3.3
81,57
82,8
83,392
84,260
85,20
86,15
87,47.7
88,402
89,374
90,1.93
91,20
92,20
93,1735
94,400
95,565.5
96,8
97,16
98,3
99,260
100,2288
101,400
102,3388.8
103,14
104,10/3
105,20
106,5/9
107,20427.5
108,10.9
109,10
110,3.6
111,1200
112,560
113,147
114,17
115,110
116,5000
117,623
118,192
119,124
120,2.16
121,13
122,25
123,69
124,20000
125,90
126,380
127,0.4
128,176
129,770
130,7/9
131,4201
132,10
133,9
134,11200
135,8
136,595
137,50
138,24
139,87
140,90
141,337
142,96
143,33
144,8126.72
145,356
146,23/90
147,8400
148,4800
149,9
150,2/9
151,494
152,20/7
153,490
154,8000
155,3/10
156,12/7
157,600
158,173
159,320
160,30
161,10
162,5
163,6
164,14
165,1350
166,336
167,775
168,10
169,312
170,10/3
171,7
172,280
173,144
174,24/35
175,14
176,44
177,9
178,8
179,11
180,20
181,87.92
182,12
183,27
184,11/20
185,650
186,5000
187,10
188,312
189,15
190,1225
191,122.46
192,10485
193,880
194,12400
195,1018.6
196,704
197,84.81
198,450
199,272
200,450
201,114
202,3.6
203,9/20
204,2
205,40
206,4/9
207,6
208,43
209,1326
210,6
211,65.55
212,3081
213,31485.1
214,6
215,25250
216,625
217,2.25
218,63024
219,200
220,5
221,333
222,20
223,16
224,200
225,1872
226,32
227,9
228,6/7
229,28.8
230,288
231,293
232,3300
233,207
234,684
235,3500
236,691
237,4950
238,1/36
239,205
240,800
241,1320
242,13/8
243,5375
244,432
245,3/5
246,25.12
247,31/12
248,240
249,8
250,3.2
251,15
252,3162
253,1260
254,1350
255,6000
256,1536
257,7
258,490
259,5
260,2700
261,80
262,10
263,100
264,6/5
265,10/3
266,11/24
267,276
268,26
269,94
270,25000
271,61500
272,7.5
273,12
274,520
275,1585
276,289
277,5.4
278,32
279,750
280,301.44
281,8
282,6
283,736
284,64
285,18
286,240
287,579
288,3.6
289,2250
290,950
291,5
292,8
293,546
294,16
295,21
296,5280
297,8
298,4
299,91
300,224
301,1.35
302,8
303,8
304,81
305,1256
306,9
307,20
308,50
309,11
310,52
311,450
312,32
313,2/7
314,36
315,150
316,40000
317,324
318,900
319,1/2
320,4
321,432
322,1/2
323,1.075
324,6/5
325,6
326,4200
327,67.5
328,890
329,2
330,12600
331,434000
332,16000
333,300
334,4/7
335,1344
336,15
337,486
338,6/5
339,10
340,62.5
341,90
342,21
343,50
344,60
345,47
346,48
347,5
348,425
349,12
350,0.32
351,600
352,465
353,1588
354,168
355,140
356,165.75
357,50
358,25000
359,12
360,11304
361,125.6
362,45
363,5.5
364,17
365,540
366,2/7
367,32
368,1/8
369,109
370,150
371,242
372,10
373,7
374,36
375,1350
376,591
377,90.432
378,4459
379,10/3
380,70
381,48
382,2/5
383,6144
384,56375
385,92
386,90
387,123.5
388,100
389,18
390,15
391,1260
392,768
393,800
394,47.08
395,1150
396,450
397,11
398,6632
399,13
400,132
401,136
402,864
403,1
404,350
405,32
406,12
407,1/15
408,5
409,3.14
410,12
411,6
412,1/4
413,800
414,10
415,344
416,55
417,8
418,1320
419,20
420,2/9
421,1
422,303
423,2
424,5.6
425,15.12
426,1.8
427,102400
428,127
429,1900
430,580
431,1280
432,96
433,112
434,12960
435,31
436,408
437,44
